team,service,model,month,api_calls,tokens_used,cost
Marketing,OpenAI,text-embedding-ada-002,2024-03,744,2461966,0.25
Marketing,Anthropic,claude-3-sonnet,2024-03,1406,3204487,48.07
Marketing,Anthropic,claude-3-haiku,2024-03,1378,3703072,11.11
Marketing,Google,gemini-1.5-pro,2024-03,1154,2539053,45.7
Marketing,Google,gemini-1.5-flash,2024-03,873,2699236,10.8
Marketing,Cohere,command-r-plus,2024-03,1164,3090741,37.09
Marketing,Cohere,embed-v3,2024-03,1327,4177753,0.42
Sales,OpenAI,gpt-4-turbo,2024-03,927,2702518,81.08
Sales,OpenAI,gpt-4o,2024-03,911,2848754,42.73
Sales,OpenAI,text-embedding-ada-002,2024-03,1276,4382960,0.44
Sales,Anthropic,claude-3-sonnet,2024-03,1297,2704999,40.57
Sales,Anthropic,claude-3-haiku,2024-03,1521,3639081,10.92
Sales,Google,gemini-1.5-pro,2024-03,1484,4985322,89.74
Sales,Google,gemini-1.5-flash,2024-03,1487,3580583,14.32
Sales,Cohere,command-r-plus,2024-03,2022,5408060,64.9
Sales,Cohere,embed-v3,2024-03,2040,4280020,0.43
Design,OpenAI,gpt-4-turbo,2024-03,308,631529,18.95
Design,OpenAI,gpt-4o,2024-03,229,769361,11.54
Design,OpenAI,text-embedding-ada-002,2024-03,243,680067,0.07
Design,Anthropic,claude-3-sonnet,2024-03,441,1111767,16.68
Design,Anthropic,claude-3-haiku,2024-03,578,1174920,3.52
Design,Google,gemini-1.5-pro,2024-03,512,1763886,31.75
Design,Google,gemini-1.5-flash,2024-03,483,1644727,6.58
Data,OpenAI,gpt-4-turbo,2024-03,711,1868643,56.06
Data,OpenAI,gpt-4o,2024-03,832,2576064,38.64
Data,OpenAI,text-embedding-ada-002,2024-03,1252,2985763,0.3
Data,Anthropic,claude-3-sonnet,2024-03,1593,3659354,54.89
Data,Anthropic,claude-3-haiku,2024-03,1515,4084286,12.25
Data,Google,gemini-1.5-pro,2024-03,1871,5449831,98.1
Data,Google,gemini-1.5-flash,2024-03,1326,2878936,11.52
Data,Cohere,command-r-plus,2024-03,1153,2695685,32.35
Data,Cohere,embed-v3,2024-03,1240,4062145,0.41
Support,OpenAI,gpt-4-turbo,2024-03,2015,5611949,168.36
Support,OpenAI,gpt-4o,2024-03,1495,4918863,73.78
Support,Anthropic,claude-3-sonnet,2024-03,3306,6947567,104.21
Support,Anthropic,claude-3-haiku,2024-03,3280,9234208,27.7
Support,Google,gemini-1.5-pro,2024-03,2184,5869392,105.65
Support,Google,gemini-1.5-flash,2024-03,2889,6496383,25.99
Support,Cohere,command-r-plus,2024-03,3696,12104263,145.25
Engineering,OpenAI,gpt-4-turbo,2024-04,1743,4694671,140.84
Engineering,OpenAI,gpt-4o,2024-04,1499,4461713,66.93
Engineering,OpenAI,text-embedding-ada-002,2024-04,1626,3403884,0.34
Engineering,Anthropic,claude-3-sonnet,2024-04,2392,7677376,115.16
Engineering,Anthropic,claude-3-haiku,2024-04,2316,4812497,14.44
Engineering,Google,gemini-1.5-pro,2024-04,2782,6404291,115.28
Engineering,Google,gemini-1.5-flash,2024-04,2031,4563777,18.26
Engineering,Cohere,command-r-plus,2024-04,2133,6687226,80.25
Engineering,Cohere,embed-v3,2024-04,2402,5542187,0.55
Marketing,OpenAI,gpt-4-turbo,2024-04,971,3223110,96.69
Marketing,OpenAI,gpt-4o,2024-04,967,2280373,34.21
Marketing,OpenAI,text-embedding-ada-002,2024-04,768,2670708,0.27
Marketing,Anthropic,claude-3-sonnet,2024-04,1381,2818277,42.27
Marketing,Anthropic,claude-3-haiku,2024-04,877,2364301,7.09
Marketing,Google,gemini-1.5-pro,2024-04,1479,4153109,74.76
Marketing,Google,gemini-1.5-flash,2024-04,1185,2557479,10.23
Marketing,Cohere,command-r-plus,2024-04,1299,4199868,50.4
Marketing,Cohere,embed-v3,2024-04,1102,3486086,0.35
Sales,OpenAI,gpt-4-turbo,2024-04,1518,3499976,105.0
Sales,OpenAI,gpt-4o,2024-04,1204,2926571,43.9
Sales,OpenAI,text-embedding-ada-002,2024-04,1396,4001480,0.4
Sales,Anthropic,claude-3-sonnet,2024-04,1925,6153977,92.31
Sales,Anthropic,claude-3-haiku,2024-04,1670,5632300,16.9
Sales,Google,gemini-1.5-pro,2024-04,1816,4062268,73.12
Sales,Google,gemini-1.5-flash,2024-04,1990,6347885,25.39
Sales,Cohere,command-r-plus,2024-04,1585,5207943,62.5
Sales,Cohere,embed-v3,2024-04,2215,5350015,0.54
Design,OpenAI,gpt-4-turbo,2024-04,408,902115,27.06
Design,OpenAI,gpt-4o,2024-04,260,591847,8.88
Design,OpenAI,text-embedding-ada-002,2024-04,391,1165742,0.12
Design,Anthropic,claude-3-sonnet,2024-04,375,997681,14.97
Design,Anthropic,claude-3-haiku,2024-04,507,1077474,3.23
Design,Google,gemini-1.5-pro,2024-04,583,1868751,33.64
Design,Google,gemini-1.5-flash,2024-04,476,1642528,6.57
Data,OpenAI,gpt-4-turbo,2024-04,940,3267595,98.03
Data,OpenAI,gpt-4o,2024-04,1089,3214735,48.22
Data,OpenAI,text-embedding-ada-002,2024-04,791,2628407,0.26
Data,Anthropic,claude-3-sonnet,2024-04,1419,3183313,47.75
Data,Anthropic,claude-3-haiku,2024-04,1050,2981615,8.94
Data,Google,gemini-1.5-pro,2024-04,1508,4643177,83.58
Data,Google,gemini-1.5-flash,2024-04,1831,3880090,15.52
Data,Cohere,command-r-plus,2024-04,1690,3855089,46.26
Data,Cohere,embed-v3,2024-04,1803,5821157,0.58
Support,OpenAI,gpt-4-turbo,2024-04,2027,6213493,186.4
Support,OpenAI,gpt-4o,2024-04,1758,4758469,71.38
Support,Anthropic,claude-3-sonnet,2024-04,3541,9521387,142.82
Support,Anthropic,claude-3-haiku,2024-04,2715,7442680,22.33
Support,Google,gemini-1.5-pro,2024-04,3553,8892491,160.06
Support,Google,gemini-1.5-flash,2024-04,2387,7323366,29.29
Support,Cohere,command-r-plus,2024-04,3549,7633743,91.6
Engineering,OpenAI,gpt-4-turbo,2024-05,1359,3007409,90.22
Engineering,OpenAI,gpt-4o,2024-05,1464,3916970,58.75
Engineering,OpenAI,text-embedding-ada-002,2024-05,1851,5509911,0.55
Engineering,Anthropic,claude-3-sonnet,2024-05,2592,6554033,98.31
Engineering,Anthropic,claude-3-haiku,2024-05,2911,7879875,23.64
Engineering,Google,gemini-1.5-pro,2024-05,3111,9181224,165.26
Engineering,Google,gemini-1.5-flash,2024-05,1874,5648735,22.59
Engineering,Cohere,command-r-plus,2024-05,2163,6552788,78.63
Engineering,Cohere,embed-v3,2024-05,1792,4054081,0.41
Marketing,OpenAI,gpt-4-turbo,2024-05,977,2286931,68.61
Marketing,OpenAI,gpt-4o,2024-05,968,2341508,35.12
Marketing,OpenAI,text-embedding-ada-002,2024-05,874,2658031,0.27
Marketing,Anthropic,claude-3-sonnet,2024-05,1217,2991344,44.87
Marketing,Anthropic,claude-3-haiku,2024-05,1000,2049784,6.15
Marketing,Google,gemini-1.5-pro,2024-05,1066,3176407,57.18
Marketing,Google,gemini-1.5-flash,2024-05,1526,5046187,20.18
Marketing,Cohere,command-r-plus,2024-05,1401,4458922,53.51
Marketing,Cohere,embed-v3,2024-05,1327,3172100,0.32
Sales,OpenAI,gpt-4-turbo,2024-05,1503,4518165,135.54
Sales,OpenAI,gpt-4o,2024-05,1252,2712438,40.69
Sales,OpenAI,text-embedding-ada-002,2024-05,1169,3145238,0.31
Sales,Anthropic,claude-3-sonnet,2024-05,2208,6226498,93.4
Sales,Anthropic,claude-3-haiku,2024-05,1682,5828467,17.49
Sales,Google,gemini-1.5-pro,2024-05,1389,3658379,65.85
Sales,Google,gemini-1.5-flash,2024-05,1314,4086351,16.35
Sales,Cohere,command-r-plus,2024-05,2267,5486266,65.84
Sales,Cohere,embed-v3,2024-05,2202,5369196,0.54
Design,OpenAI,gpt-4-turbo,2024-05,401,1255508,37.67
Design,OpenAI,gpt-4o,2024-05,381,772290,11.58
Design,OpenAI,text-embedding-ada-002,2024-05,411,1269992,0.13
Design,Anthropic,claude-3-sonnet,2024-05,426,1381983,20.73
Design,Anthropic,claude-3-haiku,2024-05,419,1386525,4.16
Design,Google,gemini-1.5-pro,2024-05,370,1130545,20.35
Design,Google,gemini-1.5-flash,2024-05,495,1061676,4.25
Data,OpenAI,gpt-4-turbo,2024-05,851,1717833,51.53
Data,OpenAI,gpt-4o,2024-05,988,2422475,36.34
Data,OpenAI,text-embedding-ada-002,2024-05,1066,2607283,0.26
Data,Anthropic,claude-3-sonnet,2024-05,1329,4139555,62.09
Data,Anthropic,claude-3-haiku,2024-05,1100,3689776,11.07
Data,Google,gemini-1.5-pro,2024-05,1829,5490122,98.82
Data,Google,gemini-1.5-flash,2024-05,1594,5321495,21.29
Data,Cohere,command-r-plus,2024-05,1225,2595105,31.14
Data,Cohere,embed-v3,2024-05,1274,4066439,0.41
Support,OpenAI,gpt-4-turbo,2024-05,1451,4170479,125.11
Support,OpenAI,gpt-4o,2024-05,2612,8576617,128.65
Support,Anthropic,claude-3-sonnet,2024-05,3059,6410016,96.15
Support,Anthropic,claude-3-haiku,2024-05,3621,10495351,31.49
Support,Google,gemini-1.5-pro,2024-05,2322,4970904,89.48
Support,Google,gemini-1.5-flash,2024-05,3763,11303300,45.21
Support,Cohere,command-r-plus,2024-05,3617,12002900,144.03
Engineering,OpenAI,gpt-4-turbo,2024-06,1709,4744473,142.33
Engineering,OpenAI,gpt-4o,2024-06,1570,3886409,58.3
Engineering,OpenAI,text-embedding-ada-002,2024-06,1574,4975129,0.5
Engineering,Anthropic,claude-3-sonnet,2024-06,2608,8707551,130.61
Engineering,Anthropic,claude-3-haiku,2024-06,2374,6909845,20.73
Engineering,Google,gemini-1.5-pro,2024-06,2652,7657771,137.84
Engineering,Google,gemini-1.5-flash,2024-06,2757,6495906,25.98
Engineering,Cohere,command-r-plus,2024-06,2476,5339090,64.07
Engineering,Cohere,embed-v3,2024-06,2287,6246941,0.62
Marketing,OpenAI,gpt-4-turbo,2024-06,894,3062662,91.88
Marketing,OpenAI,gpt-4o,2024-06,868,2704159,40.56
Marketing,OpenAI,text-embedding-ada-002,2024-06,822,2425850,0.24
Marketing,Anthropic,claude-3-sonnet,2024-06,912,2172007,32.58
Marketing,Anthropic,claude-3-haiku,2024-06,1127,3052750,9.16
Marketing,Google,gemini-1.5-pro,2024-06,894,1975772,35.56
Marketing,Google,gemini-1.5-flash,2024-06,1064,3678566,14.71
Marketing,Cohere,command-r-plus,2024-06,1104,3006259,36.08
Marketing,Cohere,embed-v3,2024-06,1005,2930750,0.29
Sales,OpenAI,gpt-4-turbo,2024-06,1067,2465291,73.96
Sales,OpenAI,gpt-4o,2024-06,1241,2492249,37.38
Sales,OpenAI,text-embedding-ada-002,2024-06,866,2016570,0.2
Sales,Anthropic,claude-3-sonnet,2024-06,1331,2877673,43.17
Sales,Anthropic,claude-3-haiku,2024-06,1665,5334457,16.0
Sales,Google,gemini-1.5-pro,2024-06,1923,5324790,95.85
Sales,Google,gemini-1.5-flash,2024-06,1615,5487173,21.95
Sales,Cohere,command-r-plus,2024-06,1729,3683875,44.21
Sales,Cohere,embed-v3,2024-06,1973,4282904,0.43
Design,OpenAI,gpt-4-turbo,2024-06,297,820052,24.6
Design,OpenAI,gpt-4o,2024-06,401,1098868,16.48
Design,OpenAI,text-embedding-ada-002,2024-06,367,1280545,0.13
Design,Anthropic,claude-3-sonnet,2024-06,382,921421,13.82
Design,Anthropic,claude-3-haiku,2024-06,460,1211061,3.63
Design,Google,gemini-1.5-pro,2024-06,465,1563058,28.14
Design,Google,gemini-1.5-flash,2024-06,554,1613169,6.45
Data,OpenAI,gpt-4-turbo,2024-06,907,2934766,88.04
Data,OpenAI,gpt-4o,2024-06,1303,4211032,63.17
Data,OpenAI,text-embedding-ada-002,2024-06,717,2118449,0.21
Data,Anthropic,claude-3-sonnet,2024-06,1122,2677552,40.16
Data,Anthropic,claude-3-haiku,2024-06,1130,3283433,9.85
Data,Google,gemini-1.5-pro,2024-06,1708,3709317,66.77
Data,Google,gemini-1.5-flash,2024-06,1429,3835942,15.34
Data,Cohere,command-r-plus,2024-06,1415,3086875,37.04
Data,Cohere,embed-v3,2024-06,1461,4568206,0.46
Support,OpenAI,gpt-4-turbo,2024-06,1521,3224930,96.75
Support,OpenAI,gpt-4o,2024-06,1870,6381540,95.72
Support,Anthropic,claude-3-sonnet,2024-06,3383,10209910,153.15
Support,Anthropic,claude-3-haiku,2024-06,2818,8145404,24.44
Support,Google,gemini-1.5-pro,2024-06,2169,6407538,115.34
Support,Google,gemini-1.5-flash,2024-06,3834,11190910,44.76
Support,Cohere,command-r-plus,2024-06,3761,11606293,139.28
Engineering,OpenAI,gpt-4-turbo,2024-07,1287,4316186,129.49
Engineering,OpenAI,gpt-4o,2024-07,1233,3453572,51.8
Engineering,OpenAI,text-embedding-ada-002,2024-07,1308,2638968,0.26
Engineering,Anthropic,claude-3-sonnet,2024-07,4289,10476144,157.14
Engineering,Anthropic,claude-3-haiku,2024-07,4462,12787198,38.36
Engineering,Google,gemini-1.5-pro,2024-07,3268,7138962,128.5
Engineering,Google,gemini-1.5-flash,2024-07,4658,11713710,46.85
Engineering,Cohere,command-r-plus,2024-07,5118,15243642,182.92
Engineering,Cohere,embed-v3,2024-07,5433,16509470,1.65
Marketing,OpenAI,gpt-4-turbo,2024-07,798,2401541,72.05
Marketing,OpenAI,gpt-4o,2024-07,721,1773278,26.6
Marketing,OpenAI,text-embedding-ada-002,2024-07,977,2608227,0.26
Marketing,Anthropic,claude-3-sonnet,2024-07,2652,8575596,128.63
Marketing,Anthropic,claude-3-haiku,2024-07,2732,9220371,27.66
Marketing,Google,gemini-1.5-pro,2024-07,2156,5343215,96.18
Marketing,Google,gemini-1.5-flash,2024-07,2360,6033950,24.14
Marketing,Cohere,command-r-plus,2024-07,2386,7297291,87.57
Marketing,Cohere,embed-v3,2024-07,2504,6414820,0.64
Sales,OpenAI,gpt-4-turbo,2024-07,1000,2645794,79.37
Sales,OpenAI,gpt-4o,2024-07,981,3271777,49.08
Sales,OpenAI,text-embedding-ada-002,2024-07,1134,2530736,0.25
Sales,Anthropic,claude-3-sonnet,2024-07,2414,7166522,107.5
Sales,Anthropic,claude-3-haiku,2024-07,3652,9169829,27.51
Sales,Google,gemini-1.5-pro,2024-07,2507,6554409,117.98
Sales,Google,gemini-1.5-flash,2024-07,2992,9022917,36.09
Sales,Cohere,command-r-plus,2024-07,3589,9140790,109.69
Sales,Cohere,embed-v3,2024-07,2803,9760197,0.98
Design,OpenAI,gpt-4-turbo,2024-07,324,982501,29.48
Design,OpenAI,gpt-4o,2024-07,261,712108,10.68
Design,OpenAI,text-embedding-ada-002,2024-07,238,656447,0.07
Design,Anthropic,claude-3-sonnet,2024-07,1150,2962756,44.44
Design,Anthropic,claude-3-haiku,2024-07,651,1332228,4.0
Design,Google,gemini-1.5-pro,2024-07,839,1879391,33.83
Design,Google,gemini-1.5-flash,2024-07,642,2012233,8.05
Data,OpenAI,gpt-4-turbo,2024-07,1015,2470375,74.11
Data,OpenAI,gpt-4o,2024-07,1291,2806903,42.1
Data,OpenAI,text-embedding-ada-002,2024-07,1326,3276479,0.33
Data,Anthropic,claude-3-sonnet,2024-07,3467,10069604,151.04
Data,Anthropic,claude-3-haiku,2024-07,3363,11689854,35.07
Data,Google,gemini-1.5-pro,2024-07,2455,8449381,152.09
Data,Google,gemini-1.5-flash,2024-07,2626,6770531,27.08
Data,Cohere,command-r-plus,2024-07,2543,7151199,85.81
Data,Cohere,embed-v3,2024-07,2228,6306503,0.63
Support,OpenAI,gpt-4-turbo,2024-07,2135,6709990,201.3
Support,OpenAI,gpt-4o,2024-07,2500,6651655,99.77
Support,Anthropic,claude-3-sonnet,2024-07,4957,11842284,177.63
Support,Anthropic,claude-3-haiku,2024-07,4594,9585249,28.76
Support,Google,gemini-1.5-pro,2024-07,5093,12250557,220.51
Support,Google,gemini-1.5-flash,2024-07,7199,20420418,81.68
Support,Cohere,command-r-plus,2024-07,5109,14666413,176.0
Engineering,OpenAI,gpt-4-turbo,2024-08,1327,3537869,106.14
Engineering,OpenAI,gpt-4o,2024-08,1822,4980157,74.7
Engineering,OpenAI,text-embedding-ada-002,2024-08,1594,5564291,0.56
Engineering,Anthropic,claude-3-sonnet,2024-08,5618,16489442,247.34
Engineering,Anthropic,claude-3-haiku,2024-08,4765,13966170,41.9
Engineering,Google,gemini-1.5-pro,2024-08,3755,9735613,175.24
Engineering,Google,gemini-1.5-flash,2024-08,3310,8981086,35.92
Engineering,Cohere,command-r-plus,2024-08,4693,10989244,131.87
Engineering,Cohere,embed-v3,2024-08,5848,19673735,1.97
Marketing,OpenAI,gpt-4-turbo,2024-08,960,2688076,80.64
Marketing,OpenAI,gpt-4o,2024-08,1035,2272837,34.09
Marketing,OpenAI,text-embedding-ada-002,2024-08,994,2174107,0.22
Marketing,Anthropic,claude-3-sonnet,2024-08,2691,6495135,97.43
Marketing,Anthropic,claude-3-haiku,2024-08,2805,9582057,28.75
Marketing,Google,gemini-1.5-pro,2024-08,1805,4862694,87.53
Marketing,Google,gemini-1.5-flash,2024-08,2947,8030902,32.12
Marketing,Cohere,command-r-plus,2024-08,2786,8032309,96.39
Marketing,Cohere,embed-v3,2024-08,2116,5139077,0.51
Sales,OpenAI,gpt-4-turbo,2024-08,1044,3280975,98.43
Sales,OpenAI,gpt-4o,2024-08,1184,3276025,49.14
Sales,OpenAI,text-embedding-ada-002,2024-08,1264,3622521,0.36
Sales,Anthropic,claude-3-sonnet,2024-08,4183,14519649,217.79
Sales,Anthropic,claude-3-haiku,2024-08,3240,10501741,31.51
Sales,Google,gemini-1.5-pro,2024-08,3975,11369666,204.65
Sales,Google,gemini-1.5-flash,2024-08,4370,10054110,40.22
Sales,Cohere,command-r-plus,2024-08,2626,8615756,103.39
Sales,Cohere,embed-v3,2024-08,3305,10808848,1.08
Design,OpenAI,gpt-4-turbo,2024-08,418,875160,26.25
Design,OpenAI,gpt-4o,2024-08,416,1111751,16.68
Design,OpenAI,text-embedding-ada-002,2024-08,341,1002502,0.1
Design,Anthropic,claude-3-sonnet,2024-08,1149,2330946,34.96
Design,Anthropic,claude-3-haiku,2024-08,902,2734487,8.2
Design,Google,gemini-1.5-pro,2024-08,1037,3151234,56.72
Design,Google,gemini-1.5-flash,2024-08,714,1748652,6.99
Data,OpenAI,gpt-4-turbo,2024-08,969,3107249,93.22
Data,OpenAI,gpt-4o,2024-08,918,2126140,31.89
Data,OpenAI,text-embedding-ada-002,2024-08,1349,2715934,0.27
Data,Anthropic,claude-3-sonnet,2024-08,3713,11195556,167.93
Data,Anthropic,claude-3-haiku,2024-08,3422,8356281,25.07
Data,Google,gemini-1.5-pro,2024-08,2026,6294385,113.3
Data,Google,gemini-1.5-flash,2024-08,3432,10675971,42.7
Data,Cohere,command-r-plus,2024-08,2246,7030298,84.36
Data,Cohere,embed-v3,2024-08,3320,9919531,0.99
Support,OpenAI,gpt-4-turbo,2024-08,2456,8028374,240.85
Support,OpenAI,gpt-4o,2024-08,2262,4824635,72.37
Support,Anthropic,claude-3-sonnet,2024-08,5676,12013106,180.2
Support,Anthropic,claude-3-haiku,2024-08,5401,14100173,42.3
Support,Google,gemini-1.5-pro,2024-08,4229,10670743,192.07
Support,Google,gemini-1.5-flash,2024-08,4383,14079742,56.32
Support,Cohere,command-r-plus,2024-08,7254,15294875,183.54
Engineering,OpenAI,gpt-4-turbo,2024-09,2192,6102231,183.07
Engineering,OpenAI,gpt-4o,2024-09,1515,3204669,48.07
Engineering,OpenAI,text-embedding-ada-002,2024-09,1722,5496233,0.55
Engineering,Anthropic,claude-3-sonnet,2024-09,5227,10847797,162.72
Engineering,Anthropic,claude-3-haiku,2024-09,3458,9005703,27.02
Engineering,Google,gemini-1.5-pro,2024-09,4078,9577494,172.39
Engineering,Google,gemini-1.5-flash,2024-09,4039,12945900,51.78
Engineering,Cohere,command-r-plus,2024-09,5847,15246953,182.96
Engineering,Cohere,embed-v3,2024-09,5783,14354814,1.44
Marketing,OpenAI,gpt-4-turbo,2024-09,848,1983508,59.51
Marketing,OpenAI,gpt-4o,2024-09,933,3236084,48.54
Marketing,OpenAI,text-embedding-ada-002,2024-09,914,2318563,0.23
Marketing,Anthropic,claude-3-sonnet,2024-09,2531,5528668,82.93
Marketing,Anthropic,claude-3-haiku,2024-09,2867,7897512,23.69
Marketing,Google,gemini-1.5-pro,2024-09,2254,6488808,116.8
Marketing,Google,gemini-1.5-flash,2024-09,2499,5267051,21.07
Marketing,Cohere,command-r-plus,2024-09,2579,6093912,73.13
Marketing,Cohere,embed-v3,2024-09,2623,8482263,0.85
Sales,OpenAI,gpt-4-turbo,2024-09,1527,4319503,129.59
Sales,OpenAI,gpt-4o,2024-09,1307,2894108,43.41
Sales,OpenAI,text-embedding-ada-002,2024-09,1505,3622706,0.36
Sales,Anthropic,claude-3-sonnet,2024-09,3480,8443910,126.66
Sales,Anthropic,claude-3-haiku,2024-09,2721,8011539,24.03
Sales,Google,gemini-1.5-pro,2024-09,2554,7976059,143.57
Sales,Google,gemini-1.5-flash,2024-09,3105,6210627,24.84
Sales,Cohere,command-r-plus,2024-09,3510,7266675,87.2
Sales,Cohere,embed-v3,2024-09,3019,9239543,0.92
Design,OpenAI,gpt-4-turbo,2024-09,254,827787,24.83
Design,OpenAI,gpt-4o,2024-09,241,571226,8.57
Design,OpenAI,text-embedding-ada-002,2024-09,394,974915,0.1
Design,Anthropic,claude-3-sonnet,2024-09,707,1796028,26.94
Design,Anthropic,claude-3-haiku,2024-09,801,2614518,7.84
Design,Google,gemini-1.5-pro,2024-09,825,2626303,47.27
Design,Google,gemini-1.5-flash,2024-09,1148,3043033,12.17
Data,OpenAI,gpt-4-turbo,2024-09,1341,3440975,103.23
Data,OpenAI,gpt-4o,2024-09,1376,2936293,44.04
Data,OpenAI,text-embedding-ada-002,2024-09,1197,3280643,0.33
Data,Anthropic,claude-3-sonnet,2024-09,2710,7991973,119.88
Data,Anthropic,claude-3-haiku,2024-09,3261,6543342,19.63
Data,Google,gemini-1.5-pro,2024-09,2325,7136748,128.46
Data,Google,gemini-1.5-flash,2024-09,3196,11023231,44.09
Data,Cohere,command-r-plus,2024-09,3361,11515320,138.18
Data,Cohere,embed-v3,2024-09,3259,7975028,0.8
Support,OpenAI,gpt-4-turbo,2024-09,1643,5212804,156.38
Support,OpenAI,gpt-4o,2024-09,2338,4844988,72.67
Support,Anthropic,claude-3-sonnet,2024-09,5324,18289003,274.34
Support,Anthropic,claude-3-haiku,2024-09,5813,15399181,46.2
Support,Google,gemini-1.5-pro,2024-09,5664,13102667,235.85
Support,Google,gemini-1.5-flash,2024-09,5354,13677970,54.71
Support,Cohere,command-r-plus,2024-09,4251,13396394,160.76
Engineering,OpenAI,gpt-4-turbo,2024-10,1662,5373694,161.21
Engineering,OpenAI,gpt-4o,2024-10,2117,4907187,73.61
Engineering,OpenAI,text-embedding-ada-002,2024-10,1915,5186629,0.52
Engineering,Anthropic,claude-3-sonnet,2024-10,5802,13481591,202.22
Engineering,Anthropic,claude-3-haiku,2024-10,5229,15224903,45.67
Engineering,Google,gemini-1.5-pro,2024-10,414,912829,16.43
Engineering,Google,gemini-1.5-flash,2024-10,515,1600566,6.4
Engineering,Cohere,command-r-plus,2024-10,420,1246244,14.95
Engineering,Cohere,embed-v3,2024-10,442,1356856,0.14
Marketing,OpenAI,gpt-4-turbo,2024-10,717,2391426,71.74
Marketing,OpenAI,gpt-4o,2024-10,763,1946931,29.2
Marketing,OpenAI,text-embedding-ada-002,2024-10,642,1391386,0.14
Marketing,Anthropic,claude-3-sonnet,2024-10,2384,5724911,85.87
Marketing,Anthropic,claude-3-haiku,2024-10,2838,5738549,17.22
Marketing,Google,gemini-1.5-pro,2024-10,219,548818,9.88
Marketing,Google,gemini-1.5-flash,2024-10,168,367340,1.47
Marketing,Cohere,command-r-plus,2024-10,224,613602,7.36
Marketing,Cohere,embed-v3,2024-10,222,620802,0.06
Sales,OpenAI,gpt-4-turbo,2024-10,1387,2794646,83.84
Sales,OpenAI,gpt-4o,2024-10,1284,4423699,66.36
Sales,OpenAI,text-embedding-ada-002,2024-10,1327,4002647,0.4
Sales,Anthropic,claude-3-sonnet,2024-10,3143,9934982,149.02
Sales,Anthropic,claude-3-haiku,2024-10,4124,11472737,34.42
Sales,Google,gemini-1.5-pro,2024-10,455,995688,17.92
Sales,Google,gemini-1.5-flash,2024-10,251,791964,3.17
Sales,Cohere,command-r-plus,2024-10,419,913550,10.96
Sales,Cohere,embed-v3,2024-10,304,616003,0.06
Design,OpenAI,gpt-4-turbo,2024-10,306,966872,29.01
Design,OpenAI,gpt-4o,2024-10,353,890316,13.35
Design,OpenAI,text-embedding-ada-002,2024-10,323,646655,0.06
Design,Anthropic,claude-3-sonnet,2024-10,831,2467810,37.02
Design,Anthropic,claude-3-haiku,2024-10,1213,3967227,11.9
Design,Google,gemini-1.5-pro,2024-10,67,224305,4.04
Design,Google,gemini-1.5-flash,2024-10,110,348762,1.4
Data,OpenAI,gpt-4-turbo,2024-10,1066,2768410,83.05
Data,OpenAI,gpt-4o,2024-10,964,2022994,30.34
Data,OpenAI,text-embedding-ada-002,2024-10,915,2168463,0.22
Data,Anthropic,claude-3-sonnet,2024-10,2924,9126291,136.89
Data,Anthropic,claude-3-haiku,2024-10,2906,6064143,18.19
Data,Google,gemini-1.5-pro,2024-10,376,1283696,23.11
Data,Google,gemini-1.5-flash,2024-10,345,1203012,4.81
Data,Cohere,command-r-plus,2024-10,303,1043578,12.52
Data,Cohere,embed-v3,2024-10,220,560674,0.06
Support,OpenAI,gpt-4-turbo,2024-10,1827,4190680,125.72
Support,OpenAI,gpt-4o,2024-10,1716,5034092,75.51
Support,Anthropic,claude-3-sonnet,2024-10,6903,19793990,296.91
Support,Anthropic,claude-3-haiku,2024-10,4655,14973671,44.92
Support,Google,gemini-1.5-pro,2024-10,638,1647474,29.65
Support,Google,gemini-1.5-flash,2024-10,652,1558187,6.23
Support,Cohere,command-r-plus,2024-10,535,1806282,21.68
Engineering,OpenAI,gpt-4-turbo,2024-11,1554,4203542,126.11
Engineering,OpenAI,gpt-4o,2024-11,2193,6714049,100.71
Engineering,OpenAI,text-embedding-ada-002,2024-11,1310,2909450,0.29
Engineering,Anthropic,claude-3-sonnet,2024-11,3382,9964666,149.47
Engineering,Anthropic,claude-3-haiku,2024-11,4649,10234365,30.7
Engineering,Google,gemini-1.5-pro,2024-11,611,1707433,30.73
Engineering,Google,gemini-1.5-flash,2024-11,405,1114116,4.46
Engineering,Cohere,command-r-plus,2024-11,531,1122724,13.47
Engineering,Cohere,embed-v3,2024-11,415,1332336,0.13
Marketing,OpenAI,gpt-4-turbo,2024-11,867,2444823,73.34
Marketing,OpenAI,gpt-4o,2024-11,853,1762169,26.43
Marketing,OpenAI,text-embedding-ada-002,2024-11,710,1894501,0.19
Marketing,Anthropic,claude-3-sonnet,2024-11,1981,4110512,61.66
Marketing,Anthropic,claude-3-haiku,2024-11,2894,10047356,30.14
Marketing,Google,gemini-1.5-pro,2024-11,282,925151,16.65
Marketing,Google,gemini-1.5-flash,2024-11,202,695069,2.78
Marketing,Cohere,command-r-plus,2024-11,196,671720,8.06
Marketing,Cohere,embed-v3,2024-11,311,954018,0.1
Sales,OpenAI,gpt-4-turbo,2024-11,1718,4903704,147.11
Sales,OpenAI,gpt-4o,2024-11,1140,3027262,45.41
Sales,OpenAI,text-embedding-ada-002,2024-11,1408,2970348,0.3
Sales,Anthropic,claude-3-sonnet,2024-11,3864,13414906,201.22
Sales,Anthropic,claude-3-haiku,2024-11,2930,9343455,28.03
